order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,total_price
f41726f3a7dc9654767a9c5f80089ddd,53c3725c692f5b03879e463456f50d46,delivered,2018-06-28 15:28:00,2018-06-30 02:52:28,2018-07-03 08:26:00,2018-07-04 01:41:57,2018-07-13 00:00:00,5a5cba432d64c9227dee184cce3b5c38,1310,sao paulo,SP,1,b2b2279a0174bb3ce78d8b668f8fe27d,4371b634e0efc0e22b09b52907d9d469,2018-07-04 02:52:28,75.0,7.79,82.79
f7abaa156e535f9204ac0cedab166bd0,daa4d167c907827200536489e0dc645b,delivered,2017-06-25 17:17:12,2017-06-27 04:23:18,2017-06-27 15:04:06,2017-07-03 10:12:27,2017-07-18 00:00:00,3cc4abcf6c4d8a077b3c110ac04eb272,87043,maringa,PR,2,9c7ce59c96e74dfdfc51f13a4a6c3869,6560211a19b47992c3666cc44a7e94c0,2017-07-03 04:23:18,29.0,15.1,44.1
8e3f8be6e1ce8ec5b39dae59e0aabcff,6520161e793f944073a132d97e9af083,delivered,2018-03-23 11:07:13,2018-03-27 03:56:17,2018-03-29 21:33:24,2018-04-11 23:41:16,2018-04-16 00:00:00,83aba9785dbb2e81044c9da5fa9e740c,36033,juiz de fora,MG,2,9d838a7fbaba7fca5f1fad259984063a,897060da8b9a21f655304d50fd935913,2018-04-02 03:56:17,59.0,18.29,77.28999999999999
39559fcf9796220ee34c01c473d42cb0,bc7398b02f14bcd3a5181e6a9b50c5de,delivered,2017-11-27 22:39:26,2017-11-27 22:57:28,2017-11-29 22:17:03,2017-12-02 00:29:47,2017-12-11 00:00:00,a2255f4f5dccc6e70357cc06f7b316e5,28633,nova friburgo,RJ,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2017-12-03 22:57:28,109.9,9.14,119.04
afa17ebff8d7e00d7c9e04860c7ddcea,a40c9c907d645ac0394aa28875d5986d,delivered,2017-02-10 21:12:19,2017-02-11 21:22:59,2017-02-15 09:14:41,2017-02-21 18:21:54,2017-03-16 00:00:00,48770182fa1f6631dc831cb4a99ca859,27937,macae,RJ,1,7c1bd920dbdf22470b68bde975dd3ccf,cc419e0650a3c5ba77189a1882b7556a,2017-02-17 21:12:19,64.99,14.62,79.61
be69ded8b4b06a199c55fa74d7de978e,64ec93bbc386d22c3f10849c7352d319,delivered,2018-02-14 20:38:44,2018-02-14 20:55:48,2018-02-15 22:51:57,2018-02-16 22:22:01,2018-03-01 00:00:00,2ef24b1be3c76a3404b9a8268aaa2728,74180,goiania,GO,1,e71ce72b19b83080d97cf4f06c90d096,376a891762bbdecbc02b4b6adec3fdda,2018-02-20 19:55:48,72.0,9.09,81.09
13506ea47f50a6c01fa3dce68138ee1f,fd19e5c74c0e65801ba32d4ea5b9c598,delivered,2017-08-26 11:14:39,2017-08-26 11:25:09,2017-08-30 19:58:00,2017-09-13 21:39:33,2017-10-02 00:00:00,718e75787e76d665818ef5b40f217c75,57081,maceio,AL,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-08-31 11:25:09,59.9,37.97,97.87
b086c1a7c7ed350b2faeb2869ac483ec,1ce32b754efb922a7fe5f88d2ab49062,delivered,2018-04-12 16:17:51,2018-04-12 16:33:13,2018-04-18 19:54:45,2018-04-20 12:11:59,2018-05-07 00:00:00,81fcb1b3fcc6236b3ea0f8a4683cd1d1,15400,olimpia,SP,2,f7f59e6186e10983a061ac7bdb3494d6,729f06993dac8e860d4f02d7088ca48a,2018-04-18 16:31:30,34.9,17.26,52.16
448632769b45cb2d1dfce6b88fb4bf88,611bb3d5428937dcb7a0a7ad5cf13056,delivered,2017-11-09 16:52:49,2017-11-10 03:07:00,2017-11-10 21:32:08,2017-11-22 22:44:06,2017-12-11 00:00:00,95841defc315115b78918b1692a506d8,48110,catu,BA,1,cc59cf334461196527f790e5c9191ece,1987cd4be10fe09ee50454f9c354d1c6,2017-11-21 03:07:00,148.0,17.48,165.48
925610f1667e7ed61145120c16d91b86,4141be5c147716b957def015819c1c49,delivered,2018-08-10 15:00:59,2018-08-10 15:15:13,2018-08-13 11:36:00,2018-08-14 17:38:43,2018-08-16 00:00:00,8a33488e0530186a75324d5f86c4bd98,89037,blumenau,SC,1,cd935d283d47f1050c505e1c39c48b67,a3a38f4affed601eb87a97788c949667,2018-08-14 15:15:13,69.9,9.18,79.08000000000001
8c2229deafefb723ff789527ab51be01,912da6b0ecc828b92d429a4f36bcdabd,delivered,2018-01-06 14:29:44,2018-01-06 14:39:22,2018-01-09 01:51:32,2018-01-11 19:14:34,2018-02-08 00:00:00,a6af4c9bc9407009467c56b92f0d5a66,24060,niteroi,RJ,2,717e96fd0fc2d06fe158982bce5e6a8f,7a67c85e85bb2ce8582c35f2203ad736,2018-01-11 14:39:22,229.99,8.84,238.83
1e04d9dd9c6055fe23c3973bcd01760d,b8b1eb33cac1a442066b8ec75da0c436,delivered,2017-12-19 12:05:25,2017-12-19 12:14:31,2017-12-20 18:49:24,2017-12-27 10:58:56,2018-01-15 00:00:00,db9c6f5f0f7b2281bd748bb268c5c026,38300,ituiutaba,MG,3,1a300f482e35d7eac74b229be067aefd,e9d99831abad74458942f21e16f33f92,2017-12-26 12:14:31,19.99,15.1,35.089999999999996
8f684cba1286ba5b549d75dd493e599f,b80791f990004efa9e9ae711929a71ca,delivered,2017-11-25 03:29:05,2017-11-25 04:30:55,2017-12-14 21:35:19,2017-12-16 18:21:50,2017-12-12 00:00:00,827bfe48960ca0dde2edc174b2311277,11030,santos,SP,1,3c3a35d265e632d286b29a51496858a7,1b8b75e227c9a9c100d0c210fb6176ce,2017-12-01 04:30:35,89.99,9.44,99.42999999999999
c6a2bdf8fa25475ae4031f5138c716fc,8d2c23936bd043095fced5ced7fc3bc6,delivered,2018-08-14 17:09:50,2018-08-14 17:25:22,2018-08-16 12:15:00,2018-08-17 16:50:33,2018-08-24 00:00:00,4388fb7d7e6d1b06402683cf1d1d7c80,13212,jundiai,SP,1,5742ee1a5d941486111ab986f6611735,99a54764c341d5dc80b4a8fac4eba3fb,2018-08-20 17:25:22,39.8,56.61,96.41
45545b0586d46e77f4758cb7a15320b9,87cc80e439ab356ef3b045e8be9bcea3,delivered,2018-07-30 19:46:51,2018-07-30 20:04:40,2018-07-31 15:07:00,2018-08-01 19:28:54,2018-08-06 00:00:00,18f13a4030ea2c8f9faf14771f09d8f6,11065,santos,SP,1,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,2018-08-01 20:04:40,29.0,7.46,36.46
dbbe850a4424a2c03caa29c644644511,830bd5f2393366fa1a7da9003c1c57cb,delivered,2017-07-23 20:43:53,2017-07-23 20:55:13,2017-07-26 18:34:42,2017-08-04 19:47:30,2017-08-15 00:00:00,190f746aa9ef74783ede85ba37072321,98803,santo angelo,RS,1,3c1f7308f5aff5c8a335550b2f9d83ab,128639473a139ac0f3e5f5ade55873a5,2017-07-27 20:55:13,18.9,15.1,34.0
53022ba8b7cdb370c2fbabfa7b943df1,4d23ff29fcdb87c4d4e7af75c8e3928e,delivered,2017-10-25 16:00:01,2017-10-25 16:14:55,2017-10-26 14:15:05,2017-11-10 23:51:08,2017-11-24 00:00:00,c976e0c21bc5e8b3f0a4e89c20508166,48030,alagoinhas,BA,1,3efd399c5d016b9e6a5ad3196eade44f,503c1de08ae81a2d86f17951b204db55,2017-11-01 16:14:25,243.0,20.94,263.94
c6e4a7d0a5786144ff3fe871cb2fd948,c83ee755c6457c8d152e4e5ada671d33,delivered,2018-02-07 18:09:01,2018-02-09 13:31:43,2018-02-14 22:51:38,2018-02-20 23:49:49,2018-03-12 00:00:00,7e306a7df32b2e8b890c0522e1bb0251,13847,mogi-guacu,SP,1,25f86162fee18735fffdb762dcb10d7c,1a3df491d1c4f1589fc2b934ada68bf2,2018-02-16 12:50:31,149.9,21.54,171.44
64c62ba0c1c347994fbc56da00ce2dae,60d76c8b07dee343a0916bbc6ca1d6f9,delivered,2017-03-16 11:41:41,2017-03-16 11:41:41,2017-03-21 15:54:30,2017-04-10 10:33:02,2017-04-04 00:00:00,31d93d58bb9db4942b13135a914733a7,8381,sao paulo,SP,2,0efe972876d70927f5099b77f387c6c7,4a3ca9315b744ce9f8e9374361493884,2017-03-22 11:41:41,83.9,7.1,91.0
26c883d125f63d8f73de0fac7be06290,2be026e09fcd2b3b24f4ff18636229ca,delivered,2017-04-06 19:02:37,2017-04-06 19:15:19,2017-04-07 15:45:17,2017-04-13 13:50:08,2017-04-27 00:00:00,c37449d8b51eefa148cd87b2c605a1c1,13495,iracemapolis,SP,1,5bfc7506459ae2a7b4b573fe557a58e1,4a3ca9315b744ce9f8e9374361493884,2017-04-12 19:15:19,69.9,11.88,81.78
3902c863a4cc7b325b57a420f8012a0e,862d420e0338df399fda69c18a1ae556,delivered,2017-05-01 10:02:47,2017-05-01 10:10:17,2017-05-04 10:24:59,2017-05-09 11:04:10,2017-05-29 00:00:00,ee2c658af2a4b5ecdca87c7897b79026,72445,brasilia,DF,1,2c2b1db11f5ec66bbc6ca9d1ce3f81a4,fa40cc5b934574b62717c68f3d678b6d,2017-05-05 10:10:17,64.9,20.57,85.47
cc523a6c97b639bed8ed02ec7b87165a,e927a26f459f582dd23bd6a8e55d623b,delivered,2017-07-17 18:26:42,2017-07-19 03:55:48,2017-07-20 14:07:30,2017-07-28 15:14:16,2017-08-10 00:00:00,82f62de596463538225a8797f7c950c4,90040,porto alegre,RS,1,ff9fa77f938462abd16b53c0d934099f,c3cfdc648177fdbbbb35635a37472c53,2017-07-27 03:55:48,115.87,15.57,131.44
2283bc123debf0264cfbdef89f109122,09a8e8def9850cfe020c94330814ce94,delivered,2017-07-11 01:33:33,2017-07-11 01:45:07,2017-07-14 21:39:57,2017-07-26 03:12:23,2017-08-04 00:00:00,a063b616094aedb793893b38ad6ef6f5,96760,tapes,RS,1,656e0eca68dcecf6a31b8ececfabe3e8,9c0e69c7bf2619675bbadf47b43f655a,2017-07-17 01:45:07,109.9,15.52,125.42
e82787bc54afe9f580cbec98c3af178a,b30eac48437e2422a2530a87568b5613,delivered,2017-06-01 11:59:38,2017-06-02 13:05:29,2017-06-02 16:12:27,2017-06-13 16:58:27,2017-07-07 00:00:00,4f7d260b5caf79ba4cab37d9acb80f19,62640,pentecoste,CE,1,5f537918a8fcb8d675c944266babf1d6,889009a0ed0bb52c87819941192931b8,2017-06-09 13:05:29,89.9,33.08,122.98
0046176ff0dbc2a178b7885355dfbb71,6cae94f1f58ab679c23ceb753967c9bf,delivered,2018-05-29 19:22:17,2018-05-29 19:35:18,2018-05-30 11:29:00,2018-06-04 18:18:29,2018-06-29 00:00:00,58a7135fcd46147533c2f50747435ec2,34007,nova lima,MG,1,19f0917ba5781b978298ffcd9ae225c1,43f8c9950d11ecd03a0304a49e010da6,2018-06-06 19:35:18,121.99,15.73,137.72
7f9cfd88530c3c6d0ce6084b27ef46ff,9b678f5f6f471e1282c0524ebbefa782,delivered,2018-08-13 23:03:46,2018-08-13 23:15:17,2018-08-15 10:26:00,2018-08-22 21:51:25,2018-09-18 00:00:00,fb71ed60806ae68abb00194fa02647a4,66055,belem,PA,1,db49506c4a19ed884c7df231e08c564f,270297ead4c65a6cd2593960d2af6b21,2018-08-22 23:15:17,1199.0,37.03,1236.03
a4f79d60f934a1fdc35b009f9415a8b3,c10bf120819db436f6a28de06f8a309d,delivered,2018-04-15 16:48:15,2018-04-15 17:11:05,2018-04-17 16:58:11,2018-04-20 18:22:49,2018-05-09 00:00:00,5655ee330a79bd1fd1e5fb220c2436dd,13490,cordeiropolis,SP,4,8eae309a711208a0e5e41e110cddb1ee,d8cf3b6a2151949f930d0252b180ec42,2018-04-19 17:11:05,20.5,22.93,43.43
3d0fabe57f53334a24d36872a001f23c,ad41e67f80ad7ac61ec5b605751c56d0,delivered,2017-12-03 13:19:25,2017-12-03 13:33:12,2017-12-04 18:47:30,2017-12-12 18:24:25,2017-12-27 00:00:00,444e3c9eb1699da5f78e83a464a3cbae,2409,sao paulo,SP,1,db25a58a5da5dfe2fd19f2604491bd27,4e7c18b98d84e05cbae3ff0ff03846c2,2017-12-07 13:31:10,54.0,18.24,72.24
32ca67f15446af973fa1b0a5e0cae6d0,2000fb8d62b5509c9be1866951a09917,delivered,2017-12-15 19:12:12,2017-12-15 19:19:34,2017-12-18 19:29:17,2017-12-26 19:26:44,2018-01-19 00:00:00,0ee8861913b44aad08c9238e0a9f12db,87235,indianopolis,PR,1,2028bf1b01cafb2d2b1901fca4083222,cc419e0650a3c5ba77189a1882b7556a,2017-12-27 19:19:34,56.99,15.15,72.14
7b5677c6b812459afed4f29edef9debc,4d0e9b3bcd26f786359607c9bbcea9f4,delivered,2017-09-12 08:38:09,2017-09-13 03:31:18,2017-09-14 15:33:34,2017-09-16 04:54:42,2017-09-25 00:00:00,5b2b5a6d6670652447fde264bcaf4c89,3811,sao paulo,SP,1,a02d0123079f4ae96001ba2010d1a2df,1025f0e2d44d7041d6cf58b6550e0bfa,2017-09-20 03:31:18,229.0,29.98,258.98
6ebb39e4d90eff5c1099de688d9b4f94,01503d0b64036165c2f202b538de9308,delivered,2018-02-24 09:37:59,2018-02-27 04:31:13,2018-02-27 22:32:49,2018-03-05 15:35:17,2018-03-23 00:00:00,24b7abbf33bbdc59f1a7bc607e71e119,4135,sao paulo,SP,1,bc4b1c6c831c93b87cd134c9089c657d,b372ee768ed69e46ca8cdbd267aa7a38,2018-03-12 03:55:39,150.0,10.08,160.08
fda88f9d411c7657f60cce02440ec0f8,f84f2bfff318701e67be6ec061d0f59d,delivered,2018-02-22 01:35:44,2018-02-22 01:55:27,2018-02-22 22:57:07,2018-03-20 22:41:56,2018-03-23 00:00:00,3f9a12be03c6cf19fb1d9f7e4dc8da0b,20520,rio de janeiro,RJ,1,31fd02b02c33827cbde22902cf80338c,5f1dc28029d2c244352a68107ec2b542,2018-03-09 01:55:27,35.0,14.1,49.1
b7261927790781e114d3a12f39ef44c0,0883816eb4425537f417d5d63553ab8c,delivered,2018-03-19 11:10:14,2018-03-19 11:31:18,2018-03-21 19:06:43,2018-04-02 12:16:51,2018-04-11 00:00:00,9299b9e27e97571a5ddc3725b9186536,5351,sao paulo,SP,3,0d85c435fd60b277ffb9e9b0f88f927a,f457c46070d02cadd8a68551231220dd,2018-03-23 11:30:57,72.0,13.62,85.62
8b7d4b3e8eca5cae93f948e0d7b67406,76d4a3d0005fc2a1c3d995a062bfc72d,delivered,2018-01-25 10:24:24,2018-01-27 02:43:27,2018-01-29 14:04:20,2018-02-05 19:48:59,2018-02-19 00:00:00,1fdb1b2757402b1c8c077a9e197b5d63,9070,santo andre,SP,2,bd6e6fce9ada76ea2db0f1912e8e478f,1835b56ce799e6a4dc4eddc053f04066,2018-02-01 02:43:27,56.99,12.74,69.73
b64f09a4cf903c5767f9f537158c24ee,029ca19aa34f9311941ab931975cff1b,delivered,2017-12-12 17:39:17,2017-12-12 17:51:45,2017-12-13 17:06:38,2018-02-02 16:27:43,2018-01-09 00:00:00,95363f351776a3f8a43145c79a046053,86806,apucarana,PR,1,40e0e757ad6d3fd9059ffa64b249a12f,1da3aeb70d7989d1e6d9b0e887f97c23,2017-12-18 17:51:45,89.99,15.38,105.36999999999999
e1a3568b83270103ac2d1ffd0e598a0f,a099b36e23e1b29b9a8b71f12452d3da,delivered,2018-08-05 11:09:30,2018-08-05 11:24:18,2018-08-06 14:56:00,2018-08-08 13:34:41,2018-08-09 00:00:00,9bb884a82084120f71db97d7f0bb3507,7231,guarulhos,SP,1,75a1a92a08e3830c261d5a45750e183f,8648b1e89e9b349e32d3741b30ec737e,2018-08-07 11:24:18,78.0,9.3,87.3
bb8b0de6aab45a9395bd46092865b6ef,d50dcc264b92c899c1a4f0f1c99cb67c,delivered,2017-10-30 23:03:42,2017-10-31 19:50:13,2017-11-03 11:27:59,2017-11-16 22:56:39,2017-11-22 00:00:00,87bbba8720d775549bec72aaec36ff19,58074,joao pessoa,PB,1,3cc4d754aa53f733c4141170236195ec,2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-11-07 19:50:13,1199.99,29.2,1229.19
7aa8c781677d995a032c4a4a9e60eb2e,9b2a64453a3edd4663f9e0569f0ef788,delivered,2018-05-14 22:27:35,2018-05-14 22:50:43,2018-05-15 16:11:00,2018-05-22 20:48:01,2018-06-04 00:00:00,c0fa3b150e05fffbca3fe22ba53a1220,71010,brasilia,DF,1,bf7caf1a1caf9c42b0aac2e68e019945,0241d4d5d36f10f80c644447315af0bd,2018-05-16 22:50:43,34.9,20.4,55.3
f77d6449700df86a91049fdf2bb2e7f5,8a717a19b689087bd31b9b2241003871,delivered,2018-06-03 00:20:18,2018-06-03 00:30:17,2018-06-04 15:31:00,2018-06-06 18:21:56,2018-06-20 00:00:00,6ac1d3a5d7b9d60c230b2931ea47f0c4,11535,cubatao,SP,1,990d135e28e075648cb7d83198fdccf4,d9bd94811c3338dceb4181f3dbc0c73e,2018-06-07 00:30:17,77.98,8.9,86.88000000000001
87d43116721d5ee0c0748fd7d393cc9d,a7f4253f2a560d4035c330dcef235b74,delivered,2017-02-01 22:31:12,2017-02-01 22:41:28,2017-02-02 15:32:44,2017-02-09 19:32:37,2017-02-27 00:00:00,a5c806ebe5b25d0ab1e7f0da0e17d6bc,9667,sao bernardo do campo,SP,1,81288df52439985f610be64465e53f57,54a1852d1b8f10312c55e906355666ee,2017-02-05 22:31:12,109.99,13.35,123.33999999999999
0bcaff63441802dfa8dd292f453c3635,92b3ed4e56744717c53f21d894fe1169,delivered,2017-06-02 10:45:30,2017-06-02 10:55:21,2017-06-07 14:41:10,2017-06-14 17:17:45,2017-06-27 00:00:00,b6ac496f881998e353f46cd2dac7ea81,14403,franca,SP,1,d5991653e037ccb7af6ed7d94246b249,25c5c91f63607446a97b143d2d535d31,2017-06-08 10:55:21,149.87,18.3,168.17000000000002
45f1ccbf2f111134d9763586f13b76d9,03cc560a190bd173cdb410ea38c6620b,delivered,2017-03-20 22:39:58,2017-03-20 22:39:58,2017-03-22 14:05:37,2017-03-29 16:23:11,2017-04-10 00:00:00,76967eb50da869a312fc4adae1fa5309,2410,sao paulo,SP,2,f40e67d9fbad11e25f958cc8b534af73,6df688df543f90e9b38f4319e75a9d88,2017-03-26 22:39:58,17.82,14.11,31.93
6eac9b191502f0f4d373dbbad5aa7253,34beea970220d74027a3daece88c07b2,delivered,2018-06-21 18:32:08,2018-06-21 18:57:06,2018-06-22 13:06:00,2018-06-25 13:49:47,2018-07-04 00:00:00,9b9aa67941ab5886ffebd2e42a24c537,3361,sao paulo,SP,2,060f0122cdc8f25db4a0d7359fdae7b0,6560211a19b47992c3666cc44a7e94c0,2018-06-25 18:57:06,49.0,13.85,62.85
3d6639fefdeff87974b80dc3da00bbec,4b5024c158d2e12d3868baa977c6f181,delivered,2017-09-04 20:41:08,2017-09-04 20:50:18,2017-09-05 19:08:02,2017-09-13 14:02:55,2017-09-21 00:00:00,901fc316e36bffad4b5d8f4598168f73,8142,sao paulo,SP,2,bd1aace4fad5609f005fd721b45dcec4,da8622b14eb17ae2831f4ac5b9dab84a,2017-09-11 20:50:18,199.9,19.11,219.01
f33804414861bfaca84228b749e3085b,6987dfa4728eab00d12ce5d4c2d15c28,delivered,2017-03-16 19:13:10,2017-03-16 19:13:10,2017-03-21 15:21:23,2017-03-24 17:17:02,2017-04-06 00:00:00,e43c79f1725163f136503e7b42699b35,1420,sao paulo,SP,1,5850cdcd591bf91b931a59143bed34ac,827f8f69dfa529c561901c4f2e0f332f,2017-03-22 19:13:10,32.9,14.11,47.01
6e3aaafcf7924b84b6d7368466339f89,58007bed392da6ec633dcbb0b29abdb9,delivered,2018-01-21 14:32:09,2018-01-22 13:50:57,2018-01-24 19:54:04,2018-01-30 23:57:56,2018-02-14 00:00:00,7160a4c6df67459d2753beece45f7473,14085,ribeirao preto,SP,1,54d9ac713e253fa1fae9c8003b011c2a,955fee9216a65b617aa5c0531780ce60,2018-01-26 13:50:57,29.5,15.98,45.480000000000004
66d737f81143e3724207d2f2fb457ad9,cfbe4d21b471a3da81be31e3377dc857,delivered,2018-07-22 14:23:36,2018-07-27 23:31:18,2018-07-24 13:34:00,2018-08-01 18:13:00,2018-08-20 00:00:00,d3904799cfe3ef6444b9366611564f9d,21012,rio de janeiro,RJ,1,03aad9707028422f38b0563410912177,1e8b33f18b4f7598d87f5cbee2282cc2,2018-07-26 03:55:21,74.8,18.32,93.12
cab94551cf580883129898c612b8cb83,69939c97e2030cde60b3a8176f8dab3d,delivered,2017-11-19 12:24:26,2017-11-19 12:35:23,2017-11-21 20:39:19,2017-12-09 01:51:29,2018-01-15 00:00:00,dc4c9fe30e50428b343a902a92e43901,76920,ouro preto do oeste,RO,1,30f902329cc4fd7dba514f7a5b629b2d,f97e2b0650c2068227e1d366140eb62f,2017-12-07 12:35:23,162.0,161.82,323.82
a89773db642a632c5cf8534ce1a49b28,afae641675ee633694d73d9d46a529f9,delivered,2017-12-25 10:40:53,2017-12-27 04:07:46,2017-12-28 18:53:57,2017-12-29 20:18:54,2018-01-18 00:00:00,13613cae6e3bfea8327a916246c96cc9,5108,sao paulo,SP,1,83bdb5c63669bd89033937be3c4708c1,cb3dd9ce66268c7a3ca7241ac70ab58c,2018-01-08 04:07:46,47.99,13.08,61.07
e6c4a6f6dd627304bc8f832080958a32,96abe7b6c735a2b8b72765a7e1ecd3e2,delivered,2018-07-30 18:33:10,2018-07-30 19:40:14,2018-07-31 14:39:00,2018-08-01 19:04:34,2018-08-06 00:00:00,eee8e69f50656b535d8ff7c66c8d99d6,4685,sao paulo,SP,1,0a9dafcfb351b0dd0fafd06b8f842b55,74871d19219c7d518d0090283e03c137,2018-08-03 19:31:52,30.0,11.23,41.230000000000004
